transaction_id,claim_id,event_type,event_timestamp,handler_id,auto_or_manual,comment
T74fd76cb6ce5,C0000076,opened,2024-07-18,AUTO,manual adjuster,
T7dfee1e58a6e,C0000076,investigation,2024-08-02,H001,auto rule,
T25aaa1b936fd,C0000076,approved,2024-08-06,AUTO,auto rule,
T0ba577f49c41,C0000076,closed,2024-09-16,AUTO,auto rule,
T9b18ccb78ad1,C0000077,received,2016-02-28,H001,auto rule,
Tcf1b775e9b04,C0000077,opened,2016-03-01,H001,manual adjuster,
T2fe21cc1ac57,C0000077,investigation,2016-03-16,H002,manual adjuster,
Tab5701a27fb6,C0000077,approved,2016-03-21,AUTO,manual adjuster,
T4efad23376c4,C0000077,closed,2016-05-06,H002,manual adjuster,
T6e78946244f6,C0000078,received,2018-08-24,H002,manual adjuster,
T612fcc6fde8f,C0000078,opened,2018-08-28,H003,auto rule,
T95ca72065ae0,C0000078,investigation,2018-08-29,H002,manual adjuster,
T56219fba0437,C0000078,approved,2018-08-30,H002,manual adjuster,
Te58a64b10c2d,C0000078,closed,2018-10-19,AUTO,manual adjuster,
T606c98ef64c2,C0000079,received,2018-09-26,H002,manual adjuster,
Ta47a16219d87,C0000079,opened,2018-09-26,H003,manual adjuster,
T931716ea158f,C0000079,investigation,2018-09-27,H001,manual adjuster,
T926aabcf56c9,C0000079,approved,2018-10-03,AUTO,manual adjuster,
T6ef87074a279,C0000079,closed,2018-11-14,H002,manual adjuster,
T0fd1f16665c3,C0000080,received,2021-10-24,H003,manual adjuster,
T2cab59f399fd,C0000080,opened,2021-10-27,H003,manual adjuster,
Tcd24e3bd1bf8,C0000080,investigation,2021-10-30,H001,manual adjuster,
Tf31a85e536aa,C0000080,approved,2021-11-05,AUTO,manual adjuster,
Tc9499ef8e017,C0000080,closed,2021-12-01,H001,manual adjuster,
Tc89df8e1c4f0,C0000081,received,2023-07-22,AUTO,manual adjuster,
T99d13edcc542,C0000081,opened,2023-07-22,H003,manual adjuster,
T3c5038b5f2e9,C0000081,investigation,2023-07-31,AUTO,manual adjuster,
T4be4619edfc3,C0000081,approved,2023-08-08,H003,auto rule,
T1765b4361bc8,C0000081,closed,2023-09-02,H001,manual adjuster,
T4189b26f263b,C0000082,received,2018-09-05,H003,manual adjuster,
T257b7bea7213,C0000082,opened,2018-09-05,AUTO,manual adjuster,
T89306551b322,C0000082,investigation,2018-09-24,H002,auto rule,
Tcee28d2da902,C0000082,approved,2018-09-28,H003,auto rule,
T5cc9b519b539,C0000082,closed,2018-11-26,H002,manual adjuster,
T261bcc0f6a16,C0000083,received,2016-02-22,AUTO,auto rule,
T6ca236851efa,C0000083,opened,2016-02-23,H003,manual adjuster,
T1efd4204b21e,C0000083,investigation,2016-03-01,H001,auto rule,
Tff4f7b69eadb,C0000083,approved,2016-03-05,H002,manual adjuster,
Te2f791baaa36,C0000083,closed,2016-04-14,AUTO,auto rule,
T15a05537b838,C0000084,received,2016-09-23,AUTO,manual adjuster,
Tc3198d5bb50e,C0000084,opened,2016-09-27,H001,manual adjuster,
T54b5f91954d4,C0000084,investigation,2016-10-13,H003,manual adjuster,
Tff005c2fd258,C0000084,approved,2016-10-19,AUTO,manual adjuster,
T4a0eb6868ecf,C0000084,closed,2016-12-07,H003,manual adjuster,
T9facd5c36793,C0000085,received,2017-07-09,AUTO,auto rule,
T29479a7ec6ff,C0000085,opened,2017-07-12,AUTO,manual adjuster,
T8b6b1724babd,C0000085,investigation,2017-07-21,AUTO,manual adjuster,
Tb8b9eef3f06f,C0000085,approved,2017-07-27,H002,manual adjuster,
T921bbf7bd003,C0000085,closed,2017-09-14,H002,manual adjuster,
T59abe974c45f,C0000086,received,2018-03-06,H002,manual adjuster,
T7fdfc6804e37,C0000086,opened,2018-03-07,AUTO,manual adjuster,
Te19cc0617ad3,C0000086,investigation,2018-03-24,AUTO,manual adjuster,
Tf50b7d34011c,C0000086,approved,2018-04-02,H001,auto rule,
T8c44f048d5dc,C0000086,closed,2018-04-25,H003,manual adjuster,
Ta228deddb846,C0000087,received,2019-01-10,AUTO,auto rule,
T43f1f44b7e1a,C0000087,opened,2019-01-13,H003,manual adjuster,
T15b6b2a02283,C0000087,investigation,2019-01-26,H002,manual adjuster,
T1207479731fb,C0000087,approved,2019-01-28,H002,manual adjuster,
T23baa6e41073,C0000087,closed,2019-03-13,H003,manual adjuster,
T0f3f44a97a6f,C0000088,received,2017-06-01,H001,manual adjuster,
T86f1750ab3c0,C0000088,opened,2017-06-05,H002,manual adjuster,
Te8ce43ed3a4f,C0000088,investigation,2017-06-08,H002,manual adjuster,
T42708c641d14,C0000088,approved,2017-06-10,H002,auto rule,
Tcf182f11d9ff,C0000088,closed,2017-08-05,H001,auto rule,
Tcd75b1560301,C0000089,received,2022-12-04,H001,manual adjuster,
T3ee8f6250385,C0000089,opened,2022-12-04,AUTO,manual adjuster,
T0a2db4f2b860,C0000089,investigation,2022-12-06,H002,manual adjuster,
Tfb91533c2048,C0000089,approved,2022-12-08,AUTO,manual adjuster,
T6679c2694dd4,C0000089,closed,2023-02-05,H003,manual adjuster,
T9bf7e006333f,C0000090,received,2024-05-01,H002,manual adjuster,
T2bfb98ab6b9a,C0000090,opened,2024-05-01,H001,manual adjuster,
T12f937f28fdf,C0000090,investigation,2024-05-11,H002,manual adjuster,
T6cd761141133,C0000090,approved,2024-05-19,H003,manual adjuster,
T78a94f31af6f,C0000090,closed,2024-05-31,H002,manual adjuster,
Tbee02cfb39fd,C0000091,received,2018-02-28,H003,manual adjuster,
T2caf48c3a79f,C0000091,opened,2018-03-04,H002,manual adjuster,
Td9862e7cf873,C0000091,investigation,2018-03-22,H001,manual adjuster,
Ta12959ea693d,C0000091,approved,2018-03-28,H002,auto rule,
Ted920cfe495c,C0000091,closed,2018-05-06,AUTO,manual adjuster,
Tc1ed8ac31529,C0000092,received,2019-12-09,H001,auto rule,
T56a477eaeb0d,C0000092,opened,2019-12-10,H003,manual adjuster,
T66088fa19807,C0000092,investigation,2019-12-16,H003,auto rule,
T356cb3f55dce,C0000092,approved,2019-12-21,H001,manual adjuster,
T408e16d059a3,C0000092,closed,2020-01-28,H003,auto rule,
Td8fcff92d107,C0000093,received,2020-06-22,H003,auto rule,
Tf1072eaa472f,C0000093,opened,2020-06-26,H002,manual adjuster,
T6d9b6f310133,C0000093,investigation,2020-06-28,H003,auto rule,
Td0974ccfb520,C0000093,approved,2020-07-06,AUTO,manual adjuster,
T25589bb724b7,C0000093,closed,2020-07-25,AUTO,auto rule,
T4ff05e9a1987,C0000094,received,2021-06-29,H002,auto rule,
Tad73eca271d6,C0000094,opened,2021-06-29,H001,manual adjuster,
T124a58aa37b2,C0000094,investigation,2021-07-14,H003,manual adjuster,
T6e126ecb5fbd,C0000094,approved,2021-07-20,H001,manual adjuster,
T5df8a1edc8bf,C0000094,closed,2021-09-17,H001,auto rule,
Td602c5fbf393,C0000095,received,2024-02-15,H003,auto rule,
Ta3700f4e7e0b,C0000095,opened,2024-02-18,AUTO,manual adjuster,
Td7700de97f0e,C0000095,investigation,2024-03-06,H002,auto rule,
T27c240dc4025,C0000095,approved,2024-03-12,H003,manual adjuster,
T43f7f1c75fad,C0000095,closed,2024-05-09,H003,manual adjuster,
T866c75feef09,C0000096,received,2020-07-16,H003,auto rule,
Tdafa2c247794,C0000096,opened,2020-07-18,AUTO,auto rule,
T842baa1b72ef,C0000096,investigation,2020-08-04,H001,auto rule,
T0e4be1d1cc34,C0000096,approved,2020-08-05,H001,manual adjuster,
T867bb0e9df48,C0000096,closed,2020-09-25,H003,auto rule,
Td19b1db8bd23,C0000097,received,2022-06-05,AUTO,manual adjuster,
T5f1a2bebf3b3,C0000097,opened,2022-06-06,H001,manual adjuster,
T13630e371d84,C0000097,investigation,2022-06-25,H002,manual adjuster,
T5553d3f6afc5,C0000097,approved,2022-06-27,H003,manual adjuster,
Ta1ffa204d3be,C0000097,closed,2022-07-18,AUTO,manual adjuster,
T978b4e9a360a,C0000098,received,2022-04-14,H002,auto rule,
T23ce784f6c4c,C0000098,opened,2022-04-15,AUTO,manual adjuster,
T10216b438bd2,C0000098,investigation,2022-05-04,H002,auto rule,
T9c1d5571aec9,C0000098,approved,2022-05-08,H002,manual adjuster,
T51618ebaf7eb,C0000098,closed,2022-06-23,AUTO,auto rule,
Tcaacbbedf648,C0000099,received,2024-02-12,H003,manual adjuster,
Tf7968c14db69,C0000099,opened,2024-02-13,H003,manual adjuster,
T51e31893683b,C0000099,investigation,2024-02-17,H002,manual adjuster,
Tccaf931b0791,C0000099,approved,2024-02-19,AUTO,auto rule,
Teeaf05d12f83,C0000099,closed,2024-03-02,H002,auto rule,
Tb2d33b2f8345,C0000100,received,2018-10-04,H003,manual adjuster,
T827a1c64c4bd,C0000100,opened,2018-10-07,H002,manual adjuster,
T9913e1ba538d,C0000100,investigation,2018-10-24,H001,manual adjuster,
Tb8c625feae79,C0000100,approved,2018-11-02,H003,manual adjuster,
T27e837bd26f3,C0000100,closed,2018-12-27,AUTO,manual adjuster,
T5a5ec9ae12b9,C0000101,received,2024-07-22,H003,auto rule,
Tfe7c4f6becbb,C0000101,opened,2024-07-24,AUTO,manual adjuster,
T065a373a8ef8,C0000101,investigation,2024-07-29,H001,manual adjuster,
Tc9beb781ea2e,C0000101,approved,2024-08-03,AUTO,manual adjuster,
Te3be93c57620,C0000101,closed,2024-08-18,H002,manual adjuster,
T97abb6abcece,C0000102,received,2019-04-04,H003,manual adjuster,
T6cb9f7ca7668,C0000102,opened,2019-04-08,AUTO,manual adjuster,
T00f1b149a6ff,C0000102,investigation,2019-04-14,H003,auto rule,
Te41620bf76f6,C0000102,approved,2019-04-16,H003,manual adjuster,
T4ef6c0a2cc25,C0000102,closed,2019-05-12,H001,manual adjuster,
T4baf793f869f,C0000103,received,2019-09-29,AUTO,manual adjuster,
Te87c2beec739,C0000103,opened,2019-10-03,H002,manual adjuster,
Tf9a89e8bfaf0,C0000103,investigation,2019-10-11,H002,manual adjuster,
Ta5b630fa8eb5,C0000103,approved,2019-10-12,H003,manual adjuster,
Tb169c1e157eb,C0000103,closed,2019-11-20,H001,manual adjuster,
Tc519ae681f2b,C0000104,received,2023-03-03,H001,auto rule,
T2c2861b30c72,C0000104,opened,2023-03-05,H002,auto rule,
T7561ed1d5484,C0000104,investigation,2023-03-13,H003,manual adjuster,
T0afe9eb5e000,C0000104,approved,2023-03-17,H001,manual adjuster,
T67ce3fb74361,C0000104,closed,2023-03-31,AUTO,manual adjuster,
T7a70ee9f618e,C0000105,received,2022-02-22,AUTO,auto rule,
Tfe62195aa8a5,C0000105,opened,2022-02-26,H003,manual adjuster,
T04c58fcf0b25,C0000105,investigation,2022-03-10,H001,auto rule,
T2ec12f870b18,C0000105,approved,2022-03-13,H001,auto rule,
Tba14ae403354,C0000105,closed,2022-04-29,AUTO,manual adjuster,
Ta5386a706281,C0000106,received,2020-05-28,H002,manual adjuster,
T77d8288f701f,C0000106,opened,2020-05-29,H002,manual adjuster,
T8e3fb8122b2e,C0000106,investigation,2020-06-13,H002,manual adjuster,
T2e40f2b0019c,C0000106,approved,2020-06-14,H001,manual adjuster,
Tc85b49a97aab,C0000106,closed,2020-07-27,H002,manual adjuster,
T14e40c28cc21,C0000106,reopened,2020-10-30,H003,manual adjuster,
T2bfbf15d8e21,C0000107,received,2021-12-26,H003,manual adjuster,
T6407bf1b7ad9,C0000107,opened,2021-12-27,AUTO,manual adjuster,
T41f792960a0e,C0000107,investigation,2022-01-10,H001,auto rule,
Tb80d913b1561,C0000107,approved,2022-01-18,AUTO,manual adjuster,
Tddf60d1a0942,C0000107,closed,2022-01-23,H001,manual adjuster,
T0291ac4d20f6,C0000108,received,2023-01-13,H002,manual adjuster,
T99a369c5bbfb,C0000108,opened,2023-01-13,H003,manual adjuster,
Ta49e5afc66e4,C0000108,investigation,2023-01-30,H002,manual adjuster,
Tcaf007acb23a,C0000108,approved,2023-02-04,H003,manual adjuster,
T6df7d8b065ac,C0000108,closed,2023-03-18,AUTO,manual adjuster,
Tc5ea479c9e46,C0000109,received,2022-11-18,H003,manual adjuster,
T59305d4c1849,C0000109,opened,2022-11-19,H003,manual adjuster,
T3a88e3e90c72,C0000109,investigation,2022-12-04,AUTO,manual adjuster,
Te4841238bb37,C0000109,approved,2022-12-06,H002,manual adjuster,
T4cf3d1e1d923,C0000109,closed,2023-01-29,H002,manual adjuster,
T5b065a08aefc,C0000110,received,2024-05-26,H001,auto rule,
T739189a4cb22,C0000110,opened,2024-05-29,AUTO,auto rule,
T7256eab8233d,C0000110,investigation,2024-06-08,H001,auto rule,
Td76f143d322e,C0000110,approved,2024-06-13,H002,manual adjuster,
T1f877d8d2576,C0000110,closed,2024-07-24,H003,manual adjuster,
T74420a7ff812,C0000111,received,2024-03-30,H001,manual adjuster,
T60e7f4908984,C0000111,opened,2024-03-30,H002,auto rule,
T50d7d5e38db5,C0000111,investigation,2024-04-05,H003,manual adjuster,
T40cd77a6b423,C0000111,approved,2024-04-08,AUTO,manual adjuster,
T6bdaeb18ae22,C0000111,closed,2024-05-11,AUTO,auto rule,
T458c2a1d6735,C0000112,received,2024-11-02,H002,manual adjuster,
T04f482fa9587,C0000112,opened,2024-11-04,H001,manual adjuster,
T8e34f8a968c1,C0000112,investigation,2024-11-09,AUTO,manual adjuster,
Ta982a25ad2ed,C0000112,approved,2024-11-15,H003,manual adjuster,
T62ca5da673a9,C0000112,closed,2024-12-01,AUTO,manual adjuster,
Tfdba4634d25f,C0000113,received,2017-02-06,H001,manual adjuster,
T52c299a5e085,C0000113,opened,2017-02-06,H001,manual adjuster,
Tae2865d9ece6,C0000113,investigation,2017-02-13,H002,manual adjuster,
T6861c4544579,C0000113,approved,2017-02-15,H001,auto rule,
T20497bcdf2c5,C0000113,closed,2017-03-22,H002,manual adjuster,
T197f8898b37b,C0000113,reopened,2017-04-18,H001,manual adjuster,
T3cdd8811fba9,C0000114,received,2024-10-05,H003,manual adjuster,
T74ae149d1224,C0000114,opened,2024-10-08,H002,auto rule,
T34e39349dced,C0000114,investigation,2024-10-17,AUTO,manual adjuster,
T4e6e4b97e9ee,C0000114,approved,2024-10-18,H001,manual adjuster,
T228d602491fa,C0000114,closed,2024-12-07,H002,manual adjuster,
Tcced4b8ab2a3,C0000115,received,2024-12-03,AUTO,auto rule,
Td983220d384e,C0000115,opened,2024-12-03,H002,manual adjuster,
Te554c9e1fe7e,C0000115,investigation,2024-12-13,H002,auto rule,
T6b8654eec0c5,C0000115,approved,2024-12-22,H003,auto rule,
T3d1e9442af7e,C0000115,closed,2025-01-15,H002,manual adjuster,
T5f9433ffefdd,C0000116,received,2023-12-06,H002,auto rule,
Tf13786d382f9,C0000116,opened,2023-12-07,AUTO,manual adjuster,
T1e673c504871,C0000116,investigation,2023-12-25,H001,auto rule,
T2f19db0672ab,C0000116,approved,2024-01-01,H001,auto rule,
Tad38d1c95040,C0000116,closed,2024-02-28,AUTO,auto rule,
Tb6c1481cc93d,C0000117,received,2021-10-02,H003,manual adjuster,
Ta9c8f993ee31,C0000117,opened,2021-10-06,AUTO,manual adjuster,
Ta9836e8616fd,C0000117,investigation,2021-10-12,H003,manual adjuster,
T22998657f07b,C0000117,approved,2021-10-14,H002,manual adjuster,
Ta95c685745c1,C0000117,closed,2021-11-01,H003,auto rule,
T43000163d9d1,C0000118,received,2023-01-09,H002,auto rule,
T402a3ba9156e,C0000118,opened,2023-01-13,AUTO,manual adjuster,
T9ff1bb78f1a0,C0000118,investigation,2023-01-17,AUTO,auto rule,
T22f2e36c8744,C0000118,approved,2023-01-20,H003,manual adjuster,
T6073f8c78157,C0000118,closed,2023-01-26,H003,manual adjuster,
Tfa385854e22e,C0000119,received,2021-12-26,AUTO,auto rule,
T8060a94f6974,C0000119,opened,2021-12-30,H001,manual adjuster,
Te4dbb9808100,C0000119,investigation,2022-01-16,H001,manual adjuster,
T71b5bdc62c78,C0000119,approved,2022-01-20,H002,manual adjuster,
T57d128476d80,C0000119,closed,2022-01-26,H002,auto rule,
T177ca6cb5eba,C0000120,received,2021-02-12,H002,manual adjuster,
T9bb652834dbd,C0000120,opened,2021-02-15,H002,auto rule,
Ta97f37311907,C0000120,investigation,2021-02-18,AUTO,manual adjuster,
Tfd7915d2fa95,C0000120,approved,2021-02-21,H001,manual adjuster,
T8203d27a1958,C0000120,closed,2021-04-19,H001,auto rule,
T4f68f9cbb4dd,C0000121,received,2022-07-09,AUTO,manual adjuster,
T6d40f0aa89de,C0000121,opened,2022-07-11,H003,manual adjuster,
T35bd17cbe650,C0000121,investigation,2022-07-22,H002,manual adjuster,
Td89f57809839,C0000121,approved,2022-07-24,H002,auto rule,
T0378a46b7fc5,C0000121,closed,2022-09-14,AUTO,manual adjuster,
Td4afa265ede9,C0000122,received,2023-07-18,H001,auto rule,
Tfc87a8176874,C0000122,opened,2023-07-20,H002,manual adjuster,
T2bfef5f59c82,C0000122,investigation,2023-07-28,H002,auto rule,
T9657c7a54fbf,C0000122,approved,2023-08-06,H003,manual adjuster,
T53cbb641fb51,C0000122,closed,2023-08-17,H003,manual adjuster,
T568b7190a04e,C0000122,reopened,2023-11-26,AUTO,auto rule,
T81f33406b3a5,C0000123,received,2020-08-14,AUTO,manual adjuster,
Tb9c93e7576ef,C0000123,opened,2020-08-15,H003,manual adjuster,
Te619437b6773,C0000123,investigation,2020-08-31,H003,auto rule,
Tbff89d50a7ec,C0000123,approved,2020-09-08,H001,auto rule,
T29621c745fe6,C0000123,closed,2020-10-31,H001,manual adjuster,
Td6d9345eb587,C0000124,received,2022-05-18,AUTO,manual adjuster,
T1a7f803a1d4d,C0000124,opened,2022-05-20,H003,auto rule,
T60020bb5404a,C0000124,investigation,2022-06-03,AUTO,manual adjuster,
Tecda7a89e5c5,C0000124,approved,2022-06-10,AUTO,manual adjuster,
T8c897773091e,C0000124,closed,2022-07-30,H002,auto rule,
T31af001ad5c7,C0000125,received,2019-03-21,AUTO,manual adjuster,
T6bffc27ebb81,C0000125,opened,2019-03-22,H001,manual adjuster,
T1d502dfd697a,C0000125,investigation,2019-03-25,AUTO,auto rule,
T77ee39ea75a5,C0000125,approved,2019-03-30,AUTO,manual adjuster,
Tc85c6c959846,C0000125,closed,2019-05-02,H002,auto rule,
Tfc99ca31062e,C0000126,received,2021-08-18,H002,auto rule,
Tdec670e3fc8f,C0000126,opened,2021-08-21,H002,manual adjuster,
T5deef8411bd4,C0000126,investigation,2021-08-25,H001,manual adjuster,
Teefb8f482ee1,C0000126,approved,2021-08-28,H002,manual adjuster,
T79eda4c4d47b,C0000126,closed,2021-09-28,H002,manual adjuster,
Tb401df6f01c9,C0000127,received,2018-03-12,H001,manual adjuster,
Tcdcce06091b2,C0000127,opened,2018-03-16,H003,manual adjuster,
T0e7676481373,C0000127,investigation,2018-03-24,H003,manual adjuster,
T4505e4bb23bf,C0000127,approved,2018-03-30,H001,auto rule,
T606c119bac8a,C0000127,closed,2018-05-04,H003,manual adjuster,
T8487b5a620d5,C0000128,received,2018-06-07,H001,auto rule,
Tcf3f0bf374f3,C0000128,opened,2018-06-08,H001,manual adjuster,
T5a33443a4afe,C0000128,investigation,2018-06-10,H001,manual adjuster,
T79da55912d73,C0000128,approved,2018-06-14,AUTO,manual adjuster,
T6ce69725b4bd,C0000128,closed,2018-07-21,AUTO,manual adjuster,
T0e95f93ac2da,C0000129,received,2016-09-08,AUTO,manual adjuster,
T0c4e6c683e5c,C0000129,opened,2016-09-10,H003,manual adjuster,
T303b4b515167,C0000129,investigation,2016-09-21,H001,auto rule,
T72560bb64b8b,C0000129,approved,2016-09-24,H001,manual adjuster,
T7758bfd36663,C0000129,closed,2016-10-10,H001,manual adjuster,
T15b1afc22d9a,C0000130,received,2022-06-28,AUTO,auto rule,
T7675fc37efad,C0000130,opened,2022-06-30,H003,manual adjuster,
Te8dd3a7a3bcc,C0000130,investigation,2022-07-01,H002,manual adjuster,
T25ead7b830dc,C0000130,approved,2022-07-04,H003,manual adjuster,
T564ff4700b68,C0000130,closed,2022-08-17,H002,auto rule,
Tfe2ac4b507d5,C0000131,received,2023-04-09,H003,auto rule,
T37a70f7edad7,C0000131,opened,2023-04-11,H002,manual adjuster,
Tf5ec310e187b,C0000131,investigation,2023-04-28,AUTO,manual adjuster,
Te1545ec1ef68,C0000131,approved,2023-05-07,AUTO,manual adjuster,
T5ce4c3e83635,C0000131,closed,2023-05-31,H002,auto rule,
T3c2f1f6ce939,C0000132,received,2020-02-01,H001,manual adjuster,
T74aa28feed59,C0000132,opened,2020-02-02,H002,manual adjuster,
T79179954aded,C0000132,investigation,2020-02-16,H001,manual adjuster,
T8b43ae281bf3,C0000132,approved,2020-02-20,H001,manual adjuster,
T6076a5564640,C0000132,closed,2020-04-05,H002,manual adjuster,
T79a179b848bc,C0000133,received,2022-11-02,H001,auto rule,
Tf18b4ea00296,C0000133,opened,2022-11-05,H002,manual adjuster,
T641e79441b0e,C0000133,investigation,2022-11-24,AUTO,manual adjuster,
T583e6549af3f,C0000133,approved,2022-12-01,AUTO,manual adjuster,
T8cf990df6140,C0000133,closed,2022-12-13,AUTO,auto rule,
T032752895b7a,C0000134,received,2019-10-16,H003,manual adjuster,
T981c479e5c5c,C0000134,opened,2019-10-17,H003,manual adjuster,
Te18dd76cf12d,C0000134,investigation,2019-10-26,H002,manual adjuster,
T57a644b34a3f,C0000134,approved,2019-10-27,AUTO,auto rule,
Td40743617efe,C0000134,closed,2019-12-22,AUTO,manual adjuster,
T595dcfd089fb,C0000135,received,2021-11-04,H003,manual adjuster,
T70c14c70cfed,C0000135,opened,2021-11-07,H002,auto rule,
T212f1657ccad,C0000135,investigation,2021-11-18,AUTO,manual adjuster,
Tda9ab7b35bd6,C0000135,approved,2021-11-20,AUTO,manual adjuster,
T3c8495361136,C0000135,closed,2022-01-05,H003,auto rule,
T787d1f0d8e9f,C0000136,received,2018-01-22,H003,manual adjuster,
Tf326fbfbcebd,C0000136,opened,2018-01-23,H002,manual adjuster,
T24906690ec7a,C0000136,investigation,2018-02-01,H003,auto rule,
Teaf1e59259de,C0000136,approved,2018-02-09,H002,manual adjuster,
T9ff866002627,C0000136,closed,2018-03-31,H003,manual adjuster,
Te6003b73e60e,C0000137,received,2021-12-11,H003,manual adjuster,
T2e1f44bdbc33,C0000137,opened,2021-12-12,H001,auto rule,
T59643c274f54,C0000137,investigation,2021-12-21,H002,manual adjuster,
Tadb386927315,C0000137,approved,2021-12-28,H001,auto rule,
T2532a4be00bc,C0000137,closed,2022-01-30,H001,manual adjuster,
Ta107c8b4f08c,C0000138,received,2022-02-08,AUTO,manual adjuster,
T93b97ae43812,C0000138,opened,2022-02-10,H003,manual adjuster,
T9a135f593be6,C0000138,investigation,2022-02-25,H003,auto rule,
T3956b4d96b48,C0000138,approved,2022-02-27,H003,auto rule,
T73442536e3fa,C0000138,closed,2022-04-09,AUTO,auto rule,
T1c75b99f8586,C0000139,received,2022-05-01,H003,manual adjuster,
T26d64882cc5d,C0000139,opened,2022-05-01,H003,manual adjuster,
Tffe79e5d99b3,C0000139,investigation,2022-05-03,AUTO,manual adjuster,
T77d92ecf6ec8,C0000139,approved,2022-05-05,H002,manual adjuster,
Tbb33c9b5a145,C0000139,closed,2022-06-02,H001,manual adjuster,
Te6a8c6ed6eb2,C0000139,reopened,2022-06-13,H002,manual adjuster,
T9ce913abe962,C0000140,received,2022-06-21,H003,manual adjuster,
Tc519eb7d7aaa,C0000140,opened,2022-06-21,AUTO,manual adjuster,
T93c82eee15e3,C0000140,investigation,2022-07-06,AUTO,auto rule,
T023dd7a956a1,C0000140,approved,2022-07-12,H002,manual adjuster,
Tc5259c10c977,C0000140,closed,2022-08-31,AUTO,manual adjuster,
T148c4557d95f,C0000141,received,2016-11-04,H003,manual adjuster,
T185f913acd5a,C0000141,opened,2016-11-08,H002,manual adjuster,
T96470511ebf9,C0000141,investigation,2016-11-10,AUTO,auto rule,
T02a9f6a1c165,C0000141,approved,2016-11-18,H001,manual adjuster,
Td3d5ad8605f0,C0000141,closed,2017-01-15,H001,auto rule,
T284dfc1d84d9,C0000142,received,2023-01-07,H003,auto rule,
T1e023c7a2dac,C0000142,opened,2023-01-11,AUTO,manual adjuster,
T4eae1f1a7d05,C0000142,investigation,2023-01-23,H001,auto rule,
Td22c8c379045,C0000142,approved,2023-02-01,H002,auto rule,
Te31180f6a756,C0000142,closed,2023-02-17,AUTO,manual adjuster,
T24b0ffaee66c,C0000143,received,2023-11-19,H001,manual adjuster,
T3628ab2b312b,C0000143,opened,2023-11-20,AUTO,manual adjuster,
T40b92ccf7acf,C0000143,investigation,2023-11-25,H001,manual adjuster,
T9cf6cd22e371,C0000143,approved,2023-12-01,H003,manual adjuster,
T660646fcd599,C0000143,closed,2024-01-06,H001,manual adjuster,
T0a1464b8ec1b,C0000144,received,2017-11-04,AUTO,manual adjuster,
T6f3d91a09031,C0000144,opened,2017-11-07,H002,auto rule,
T044593eca417,C0000144,investigation,2017-11-25,H003,manual adjuster,
T2938d5c594e8,C0000144,approved,2017-11-30,AUTO,manual adjuster,
Te63b75ba0261,C0000144,closed,2017-12-31,H003,manual adjuster,
T746f2836446d,C0000145,received,2021-09-22,H002,auto rule,
T4daaca731f81,C0000145,opened,2021-09-23,H002,manual adjuster,
T072b97da5b7d,C0000145,investigation,2021-10-09,H002,manual adjuster,
Ta92cbd1ae8ea,C0000145,approved,2021-10-14,H001,manual adjuster,
Td51a4333e21e,C0000145,closed,2021-11-22,H002,auto rule,
Tdbd2dd563603,C0000146,received,2016-05-08,H003,manual adjuster,
Tc3ffd2163eeb,C0000146,opened,2016-05-10,H002,manual adjuster,
T1053b555d330,C0000146,investigation,2016-05-16,H003,manual adjuster,
Tecef1bd0a623,C0000146,approved,2016-05-22,H002,manual adjuster,
T579d3372a483,C0000146,closed,2016-06-10,H002,manual adjuster,
Tb47aa2906385,C0000147,received,2023-10-29,H002,manual adjuster,
T0bdd99e1b7ce,C0000147,opened,2023-10-29,H003,manual adjuster,
Tc0a28ebb36ab,C0000147,investigation,2023-11-13,H002,manual adjuster,
T63b8638902c1,C0000147,approved,2023-11-19,H003,manual adjuster,
T796e1f7257b8,C0000147,closed,2023-11-27,H001,auto rule,
Tf5fcd0178dd5,C0000148,received,2018-09-18,H001,auto rule,
T5ead76bca738,C0000148,opened,2018-09-22,AUTO,manual adjuster,
T64d7490e2840,C0000148,investigation,2018-09-30,H002,auto rule,
Tb1eb70b512fe,C0000148,approved,2018-10-06,H002,manual adjuster,
T45f0551aafcc,C0000148,closed,2018-10-17,AUTO,auto rule,
T5d8589dbea00,C0000149,received,2021-10-14,H002,manual adjuster,
T1cb85ba676ab,C0000149,opened,2021-10-17,H002,manual adjuster,
T09cc2bddf320,C0000149,investigation,2021-10-19,H001,auto rule,
Tcde92636e19e,C0000149,approved,2021-10-28,H001,manual adjuster,
Te589f3e7da89,C0000149,closed,2021-11-22,H002,manual adjuster,
T9c547bafb5e8,C0000150,received,2018-11-04,AUTO,auto rule,
T0f9f346b5717,C0000150,opened,2018-11-05,H002,manual adjuster,
T2fc40a349177,C0000150,investigation,2018-11-24,H002,auto rule,
Te690a74a9c9d,C0000150,approved,2018-12-02,H003,manual adjuster,
Tfa4f06606f8b,C0000150,closed,2018-12-13,H001,manual adjuster,
T1b25ad1499d2,C0000151,received,2023-05-08,AUTO,manual adjuster,
Teb74df978536,C0000151,opened,2023-05-11,AUTO,manual adjuster,
Tf6ae3916eb6f,C0000151,investigation,2023-05-28,H002,manual adjuster,
Tde76eb7ba6f7,C0000151,approved,2023-05-30,H001,auto rule,
T5783488fd76e,C0000151,closed,2023-06-11,H002,auto rule,
T88983ea9cad1,C0000152,received,2017-02-18,H002,manual adjuster,
